순번,판례ID,제목,법원,사건유형,판결유형,선고일자
19950,83540,폐기물관리법위반,대법원,대법원,형사,2004.10.28
19951,83536,공직선거및선거부정방지법위반,대법원,대법원,형사,2004.10.27
19952,83531,과징금납부명령취소,대법원,대법원,일반행정,2004.10.27
19953,83519,구상금,대법원,대법원,민사,2004.10.27
19954,67378,배임수재·지가공시및토지등의평가에관한법률위반,대법원,대법원,형사,2004.10.27
19955,67374,법인세등부과처분취소,대법원,대법원,세무,2004.10.27
19956,67375,법인세등부과처분취소,대법원,대법원,세무,2004.10.27
19957,83533,법인세부과처분취소,대법원,대법원,세무,2004.10.27
19958,67373,부과처분취소,대법원,대법원,세무,2004.10.27
19959,67364,부당이득금반환,대법원,대법원,민사,2004.10.27
19960,83518,손해배상(기),대법원,대법원,민사,2004.10.27
19961,67377,업무상횡령{인정된 죄명: 특정범죄가중처벌등에관한법률위반(국고손실)}·허위공문서        작성교사·공용서류손상교사·증거인멸교사,대법원,대법원,형사,2004.10.27
19962,83537,의료법위반,대법원,대법원,형사,2004.10.27
19963,67369,재결처분취소,대법원,대법원,일반행정,2004.10.27
19964,83532,토지수용이의재결처분취소,대법원,대법원,일반행정,2004.10.27
19965,83564,형사보상,대법원,대법원,형사,2004.10.18
19966,67353,갑종근로소득세부과처분취소,대법원,대법원,세무,2004.10.15
19967,67351,개발제한구역훼손금부과처분취소,대법원,대법원,일반행정,2004.10.15
19968,83514,건축법위반,대법원,대법원,형사,2004.10.15
19969,83503,건축불허가처분취소,대법원,대법원,일반행정,2004.10.15
19970,83512,공정증서원본불실기재·불실기재공정증서원본행사,대법원,대법원,형사,2004.10.15
19971,83506,관세부과고지처분취소,대법원,대법원,세무,2004.10.15
19972,83494,구상금,대법원,대법원,민사,2004.10.15
19973,67356,권리범위확인(특),대법원,대법원,특허,2004.10.15
19974,67361,도로교통법위반(음주측정거부),대법원,대법원,형사,2004.10.15
19975,83509,등록무효(상),대법원,대법원,특허,2004.10.15
19976,83497,매매대금반환·약정금,대법원,대법원,민사,2004.10.15
19977,83513,명예훼손·집회및시  위에관한법률위반,대법원,대법원,형사,2004.10.15
19978,83498,배당이의,대법원,대법원,민사,2004.10.15
19979,83492,보상금,대법원,대법원,민사,2004.10.15
19980,83491,부당이득금,대법원,대법원,민사,2004.10.15
19981,67349,부당해고구제재심판정취소,대법원,대법원,일반행정,2004.10.15
19982,67360,사기·뇌물공여·변호사법위반·뇌물수수,대법원,대법원,형사,2004.10.15
19983,83505,상속세등부과처분취소,대법원,대법원,세무,2004.10.15
19984,67352,상속세부과처분취소,대법원,대법원,세무,2004.10.15
19985,67363,상표법위반,대법원,대법원,형사,2004.10.15
19986,83495,손해배상(기),대법원,대법원,민사,2004.10.15
19987,67348,손해배상(기),대법원,대법원,민사,2004.10.15
19988,83496,손해배상(기),대법원,대법원,민사,2004.10.15
19989,83493,손해배상(자),대법원,대법원,민사,2004.10.15
19990,83511,수질환경보전법위반,대법원,대법원,형사,2004.10.15
19991,67362,업무방해,대법원,대법원,형사,2004.10.15
19992,83515,업무방해,대법원,대법원,형사,2004.10.15
19993,159354,증여세 부과 처분 취소,대법원,대법원,세무,2004.10.15
19994,209234,지방공무원법위반·집회및시위에관한법률위반,대법원,대법원,형사,2004.10.15
19995,68289,직권남용권리행사방해,대법원,대법원,형사,2004.10.15
19996,67354,취득세등부과처분취소,대법원,대법원,세무,2004.10.15
19997,67350,토지수용재결처분취소등,대법원,대법원,일반행정,2004.10.15
19998,83516,특수절도(인정된 죄명 : 절도),대법원,대법원,형사,2004.10.15
19999,83490,공유물분할,대법원,대법원,민사,2004.10.14
20000,83508,권리범위확인(특),대법원,대법원,특허,2004.10.14
20001,67359,도로교통법위반(음주측정거부),대법원,대법원,형사,2004.10.14
20002,67355,등록무효(특),대법원,대법원,특허,2004.10.14
20003,67358,병역법위반,대법원,대법원,형사,2004.10.14
20004,83544,부동산낙찰허가,대법원,대법원,민사,2004.10.14
20005,126729,시정명령등처분취소,대법원,대법원,일반행정,2004.10.14
20006,83499,시정명령취소,대법원,대법원,일반행정,2004.10.14
20007,83488,예금,대법원,대법원,민사,2004.10.14
20008,83502,위헌법률심판제청신청,대법원,대법원,일반행정,2004.10.14
20009,83489,중재절차위법확인·중재판정취소,대법원,대법원,민사,2004.10.14
20010,67357,특정범죄가중처벌등에관한법률위반(뇌물)·특정경제범죄가중처벌등에관한법률위반(알선수재),대법원,대법원,형사,2004.10.14
20011,83501,환지청산금부과처분무효확인등,대법원,대법원,일반행정,2004.10.14
20012,67383,자동차가압류각하,대법원,대법원,민사,2004.10.06
20013,83471,개발제한구역훼손부담금부과처분취소,대법원,대법원,일반행정,2004.09.24
20014,83614,거절결정(상),대법원,대법원,특허,2004.09.24
20015,67345,공정증서원본불실기재·불실기재공정증서원본행사,대법원,대법원,형사,2004.09.24
20016,83465,구상금등·구상금,대법원,대법원,민사,2004.09.24
20017,83459,대여금,대법원,대법원,민사,2004.09.24
20018,67346,도로교통법위반(음주운전)·도로교통법위반,대법원,대법원,형사,2004.09.24
20019,83475,등록세등부과처분취소,대법원,대법원,세무,2004.09.24
20020,83461,매매대금,대법원,대법원,민사,2004.09.24
20021,67339,물품대금,대법원,대법원,민사,2004.09.24
20022,83480,배임수재,대법원,대법원,형사,2004.09.24
20023,83462,보증채무금,대법원,대법원,민사,2004.09.24
20024,67337,부당이득금,대법원,대법원,민사,2004.09.24
20025,83476,상속세부과처분취소,대법원,대법원,세무,2004.09.24
20026,83474,상속세부과처분취소,대법원,대법원,세무,2004.09.24
20027,83464,소유권이전등기,대법원,대법원,민사,2004.09.24
20028,83467,소유권이전등기등,대법원,대법원,민사,2004.09.24
20029,67336,손해배상(기),대법원,대법원,민사,2004.09.24
20030,83460,손해배상(지)등,대법원,대법원,민사,2004.09.24
20031,126661,시정조치등취소,대법원,대법원,일반행정,2004.09.24
20032,67341,양도소득세등부과처분취소,대법원,대법원,세무,2004.09.24
20033,83484,업무방해,대법원,대법원,형사,2004.09.24
20034,83463,영업정지청구,대법원,대법원,민사,2004.09.24
20035,83482,의료법위반,대법원,대법원,형사,2004.09.24
20036,83479,의장법위반,대법원,대법원,형사,2004.09.24
20037,83468,이혼,대법원,대법원,가사,2004.09.24
20038,67338,종회징계해임결의등,대법원,대법원,민사,2004.09.24
20039,83466,주주총회결의무효확인,대법원,대법원,민사,2004.09.24
20040,83483,지방세법위반,대법원,대법원,형사,2004.09.24
20041,67344,청소년보호법위반,대법원,대법원,형사,2004.09.24
20042,67343,특정경제범죄가중처벌등에관한법률위반(사기)(피고인2에대하여일부인정된죄명:사기)·특정경제범죄가중처벌등에관한법률위반(횡령)(일부인정된죄명:업무상횡령)·사기,대법원,대법원,형사,2004.09.24
20043,67342,특정범죄가중처벌등  에관한법률위반(조세)·주식회사의외부감사에관한법률위반,대법원,대법원,형사,2004.09.24
20044,67335,프로그램등록말소등,대법원,대법원,민사,2004.09.24
20045,83470,하수도원인자부담금부과처분취소,대법원,대법원,일반행정,2004.09.24
20046,83481,횡령·무고,대법원,대법원,형사,2004.09.24
20047,83473,법인세부과처분취소,대법원,대법원,세무,2004.09.23
20048,83472,부가가치세등부과처분취소,대법원,대법원,세무,2004.09.23
20049,216647,부작위위법확인,대법원,대법원,일반행정,2004.09.23
20050,83477,사기,대법원,대법원,형사,2004.09.23
20051,83478,사기·공문서위조·위조공문서행사·사문서위조·위조사문서행사,대법원,대법원,형사,2004.09.23
20052,67333,소유권말소등기,대법원,대법원,민사,2004.09.23
20053,83456,손해배상(기),대법원,대법원,민사,2004.09.23
20054,219975,손해배상(기),대법원,대법원,민사,2004.09.23
20055,164373,손해배상(기),대법원,대법원,민사,2004.09.23
20056,83455,손해배상(기)등,대법원,대법원,민사,2004.09.23
20057,159432,유치권 부존재 확인,대법원,대법원,민사,2004.09.23
20058,83458,추심금,대법원,대법원,민사,2004.09.23
20059,228325,사기,대법원,대법원,형사,2004.09.16
20060,145344,가압류이의,대법원,대법원,민사,2004.09.13
20061,191919,공사대금등,대법원,대법원,민사,2004.09.13
20062,83443,낙찰자지위확인,대법원,대법원,민사,2004.09.13
20063,83487,낙찰허가에대한준재심,대법원,대법원,민사,2004.09.13
20064,67330,등록무효(상),대법원,대법원,특허,2004.09.13
20065,67331,등록취소(상),대법원,대법원,특허,2004.09.13
20066,83450,등록취소(상),대법원,대법원,특허,2004.09.13
20067,83452,미성년자의제강제추행치상,대법원,대법원,형사,2004.09.13
20068,83486,부동산인도명령,대법원,대법원,민사,2004.09.13
20069,67328,손해배상(공),대법원,대법원,민사,2004.09.13
20070,83445,손해배상(기),대법원,대법원,민사,2004.09.13
20071,67327,손해배상(기)등,대법원,대법원,민사,2004.09.13
20072,83446,이혼및재산분할등,대법원,대법원,가사,2004.09.13
20073,83442,정리담보권확정,대법원,대법원,민사,2004.09.13
20074,67326,정리채권확정,대법원,대법원,민사,2004.09.13
20075,191896,경매개시이의신청기각,대법원,대법원,민사,2004.09.08
20076,83440,가불금·손해배상(기),대법원,대법원,민사,2004.09.03
20077,83447,광역교통시설부담금부과처분취소,대법원,대법원,일반행정,2004.09.03
20078,83437,구상금,대법원,대법원,민사,2004.09.03
20079,83485,등기관처분에대한이의기각,대법원,대법원,민사,2004.09.03
20080,83448,등록세등부과처분취소,대법원,대법원,세무,2004.09.03
20081,83439,배당이의,대법원,대법원,민사,2004.09.03
20082,83441,부인의소,대법원,대법원,민사,2004.09.03
20083,67332,살인교사·살인·공갈미수·범인도피,대법원,대법원,형사,2004.09.03
20084,83438,소유권말소등기,대법원,대법원,민사,2004.09.03
20085,83449,양도소득세부과처분취소,대법원,대법원,세무,2004.09.03
20086,67329,유족급여및장의비부지급처분취소,대법원,대법원,일반행정,2004.09.03
20087,83420,건물명도등,대법원,대법원,민사,2004.08.30
20088,83423,건물철거등,대법원,대법원,민사,2004.08.30
20089,67422,구상금·건물명도,대법원,대법원,민사,2004.08.30
20090,83419,구상금등,대법원,대법원,민사,2004.08.30
20091,83433,국가보안법위반(찬양·고무등)·폭력행위등처벌에관한법률위반(야간집단·흉기등상해)·폭력행위등처벌에관한법률위반(야간·공동주거침입)·특수공무집행방해치상·집회및시위에관한법률위반·일반교통방해·특수강도·폭력행위등처벌에관한법률위반(집단·흉기등주거침입)·병역법위반,대법원,대법원,형사,2004.08.30
20092,83428,권리범위확인(의),대법원,대법원,특허,2004.08.30
20093,67428,노동조합및노동관계조정법위반,대법원,대법원,형사,2004.08.30
20094,83422,사해행위취소,대법원,대법원,민사,2004.08.30
20095,83435,성폭력범죄의처벌및피해자보호등에관한법률위반(카메라등이용촬영)·재물손괴,대법원,대법원,형사,2004.08.30
20096,83421,약정금,대법원,대법원,민사,2004.08.30
20097,67425,토지수용이의재결처분취소등,대법원,대법원,일반행정,2004.08.30
20098,83434,특정범죄가중처벌등에관한법률위반(도주차량),대법원,대법원,형사,2004.08.30
20099,83431,공문서변조·변조공문서행사·사문서위조·위조사문서행사·사문서변조·변조사문서행사·공정증서원본불실기재·불실기재공정증서원본행사,대법원,대법원,형사,2004.08.20
20100,83415,공사대금등·산재보험료등반환,대법원,대법원,민사,2004.08.20
20101,83430,공직선거및선거부정방지법위반·정치자금에관한법률위반·상해,대법원,대법원,형사,2004.08.20
20102,83413,구상금,대법원,대법원,민사,2004.08.20
20103,83417,급여등,대법원,대법원,민사,2004.08.20
20104,83425,등록세등부과처분취소,대법원,대법원,세무,2004.08.20
20105,83416,보증채무금,대법원,대법원,민사,2004.08.20
20106,83414,보험금,대법원,대법원,민사,2004.08.20
20107,83412,보험금,대법원,대법원,민사,2004.08.20
20108,191897,부정경쟁방지및영업비밀보호에관한법률위반,대법원,대법원,형사,2004.08.20
20109,67424,사본공개거부처분취소,대법원,대법원,일반행정,2004.08.20
20110,83424,사설납골당설치신고신청서반려처분취소,대법원,대법원,일반행정,2004.08.20
20111,67427,상습사기,대법원,대법원,형사,2004.08.20
20112,83432,성폭력범죄의처벌및피해자보호등에관한법률위반(특수강간등)·성폭력범죄의처벌및피해자보호등에관한법률위반(강간등치상),대법원,대법원,형사,2004.08.20
20113,83411,소유권이전등록,대법원,대법원,민사,2004.08.20
20114,83410,손해배상(기),대법원,대법원,민사,2004.08.20
20115,83426,양도소득세부과처분취소,대법원,대법원,세무,2004.08.20
20116,83429,업무상횡령·명예훼손·도로교통법위반(무면허운전)·업무방해·폭행,대법원,대법원,형사,2004.08.20
20117,67421,위헌심판제청신청,대법원,대법원,민사,2004.08.20
20118,67423,이혼등,대법원,대법원,가사,2004.08.20
20119,83418,전부금,대법원,대법원,민사,2004.08.20
20120,68317,종합소득세경정청구거부처분취소,대법원,대법원,세무,2004.08.20
20121,138889,주주총회결의등무효확인,대법원,대법원,민사,2004.08.20
20122,83436,강제집행정지,대법원,대법원,민사,2004.08.17
20123,83409,공직선거및선거부정방지법위반,대법원,대법원,형사,2004.08.16
20124,83407,등록무효(상),대법원,대법원,특허,2004.08.16
20125,68288,마약류관리에관한법률위반(향정),대법원,대법원,형사,2004.08.16
20126,207136,상속세경정거부처분취소,대법원,대법원,세무,2004.08.16
20127,67323,손해배상(기),대법원,대법원,민사,2004.08.16
20128,83398,주주총회결의등무효확인,대법원,대법원,민사,2004.08.16
20129,83451,재판의집행에관한이의기각에대한재항고,대법원,대법원,형사,2004.08.12
20130,83377,개발부담금부과처분취소,대법원,대법원,일반행정,2004.07.22
20131,83379,개발부담금부과처분취소,대법원,대법원,일반행정,2004.07.22
20132,67315,거절결정(상),대법원,대법원,특허,2004.07.22
20133,67317,건설산업기본법위반,대법원,대법원,형사,2004.07.22
20134,67321,계약보증금반환,대법원,대법원,민사,2004.07.22
20135,83403,과징금부과처분취소,대법원,대법원,일반행정,2004.07.22
20136,83373,구상금,대법원,대법원,민사,2004.07.22
20137,83384,국가보안법위반(찬양·고무등)·집회및시위에관한법률위반,대법원,대법원,형사,2004.07.22
20138,67316,노동조합및노동관계조정법위반,대법원,대법원,형사,2004.07.22
20139,83389,농업협동조합법위반,대법원,대법원,형사,2004.07.22
20140,83383,등록무효(상),대법원,대법원,특허,2004.07.22
20141,67314,법인세부과처분취소,대법원,대법원,세무,2004.07.22
20142,83404,법인세부과처분취소,대법원,대법원,세무,2004.07.22
20143,83395,보상금,대법원,대법원,민사,2004.07.22
20144,126736,보증채무금,대법원,대법원,민사,2004.07.22
20145,67322,부당이득금,대법원,대법원,민사,2004.07.22
20146,83375,부당이득금,대법원,대법원,민사,2004.07.22
20147,126659,부당이득금반환,대법원,대법원,민사,2004.07.22
20148,67429,부인등,대법원,대법원,민사,2004.07.22
20149,83388,부정수표단속법위반,대법원,대법원,형사,2004.07.22
20150,67318,사기,대법원,대법원,형사,2004.07.22
20151,83386,사기·상해,대법원,대법원,형사,2004.07.22
20152,83382,상속세부과처분취소·상속세고지처분부분취소,대법원,대법원,세무,2004.07.22
20153,68287,소유권말소등기,대법원,대법원,민사,2004.07.22
20154,83371,손해배상(기),대법원,대법원,민사,2004.07.22
20155,204212,손해배상(기),대법원,대법원,민사,2004.07.22
20156,67320,손해배상(기),대법원,대법원,민사,2004.07.22
20157,83376,손해배상(기),대법원,대법원,민사,2004.07.22
20158,68286,손해배상(산),대법원,대법원,민사,2004.07.22
20159,83394,수입금분배등·소유권이전등기,대법원,대법원,민사,2004.07.22
20160,83370,신용장대금등,대법원,대법원,민사,2004.07.22
20161,83405,압류처분취소,대법원,대법원,세무,2004.07.22
20162,83402,의사면허자격정지처분취소,대법원,대법원,일반행정,2004.07.22
20163,67313,자동차운송사업면허취소처분취소,대법원,대법원,일반행정,2004.07.22
20164,83401,재의결무효확인,대법원,대법원,일반행정,2004.07.22
20165,126658,재의결무효확인,대법원,대법원,일반행정,2004.07.22
20166,83387,저작권법위반,대법원,대법원,형사,2004.07.22
20167,83381,증여세부과처분취소,대법원,대법원,세무,2004.07.22
20168,83372,청구이의,대법원,대법원,민사,2004.07.22
20169,67325,취득세등부과처분취소,대법원,대법원,세무,2004.07.22
20170,83385,특정경제범죄가중처벌등에관한법률위반(배임)·보험업법위반,대법원,대법원,형사,2004.07.22
20171,83378,폐기물처리시설설치승인처분무효확인,대법원,대법원,일반행정,2004.07.22
20172,67319,해고무효확인등,대법원,대법원,민사,2004.07.22
20173,83400,형질변경허가반려처분취소,대법원,대법원,일반행정,2004.07.22
20174,83393,지급명령이의신청에대한각하,대법원,대법원,민사,2004.07.21
20175,126656,여신전문금융업법위반,대법원,대법원,형사,2004.07.15
20176,83399,과징금등고지처분취소,대법원,대법원,일반행정,2004.07.14
20177,83408,재심청구기각에대한재항고,대법원,대법원,형사,2004.07.14
20178,67294,가처분이의,대법원,대법원,민사,2004.07.09
20179,67301,개발부담금부과처분취소,대법원,대법원,일반행정,2004.07.09
20180,67310,공무상표시무효,대법원,대법원,형사,2004.07.09
20181,67311,공무집행방해,대법원,대법원,형사,2004.07.09
20182,67312,공직선거및선거부정방지법위반,대법원,대법원,형사,2004.07.09
20183,67308,교통사고처리특례법위반,대법원,대법원,형사,2004.07.09
20184,83365,국가보안법위반(찬양·고무등),대법원,대법원,형사,2004.07.09
20185,83347,대여금,대법원,대법원,민사,2004.07.09
20186,83361,등록무효(상),대법원,대법원,특허,2004.07.09
20187,83362,등록무효(의),대법원,대법원,특허,2004.07.09
20188,67295,배당이의,대법원,대법원,민사,2004.07.09
20189,83349,보증채무금,대법원,대법원,민사,2004.07.09
20190,67296,부당이득금,대법원,대법원,민사,2004.07.09
20191,67298,사해행위취소등,대법원,대법원,민사,2004.07.09
20192,83359,상속세부과처분취소,대법원,대법원,세무,2004.07.09
20193,67309,소방법위반,대법원,대법원,형사,2004.07.09
20194,83350,소유권이전등기,대법원,대법원,민사,2004.07.09
20195,228127,소유권이전등기등,대법원,대법원,민사,2004.07.09
20196,67302,시정명령청구의소,대법원,대법원,일반행정,2004.07.09
20197,67299,약정금,대법원,대법원,민사,2004.07.09
20198,83346,양수금,대법원,대법원,민사,2004.07.09
20199,67297,예탁금반환,대법원,대법원,민사,2004.07.09
20200,83352,이혼및위자료등,대법원,대법원,가사,2004.07.09
20201,67300,임대료등,대법원,대법원,민사,2004.07.09
20202,83360,제2차납세의무자지정처분취소등,대법원,대법원,세무,2004.07.09
20203,67305,종합소득세등부과처분취소,대법원,대법원,세무,2004.07.09
20204,67324,집행정지,대법원,대법원,일반행정,2004.07.09
20205,83392,채권압류및전부명령,대법원,대법원,민사,2004.07.09
20206,67306,채권압류처분취소,대법원,대법원,세무,2004.07.09
20207,83351,채무부존재확인·손해배상(자),대법원,대법원,민사,2004.07.09
20208,68285,컴퓨터등장애업무방해,대법원,대법원,형사,2004.07.09
20209,209157,특정경제범죄가중처벌등에관한법률위반(배임)·증권투자신탁업법위반,대법원,대법원,형사,2004.07.09
20210,83367,특정범죄가중처벌등에관한법률위반(도주차량)·교통사고처리특례법위반·도로교통법위반(음주운전),대법원,대법원,형사,2004.07.09
20211,83355,개발부담금부과처분취소,대법원,대법원,일반행정,2004.07.08
20212,190064,군용물특수절도(인정된죄명:야간주거침입군용물절도)·강도예비,대법원,대법원,형사,2004.07.08
20213,126654,근저당권말소,대법원,대법원,민사,2004.07.08
20214,83363,노동위원회법위반,대법원,대법원,형사,2004.07.08
20215,67303,농어촌특별세부과처분취소청구,대법원,대법원,세무,2004.07.08
20216,83341,대지권의표시등기절차이행,대법원,대법원,민사,2004.07.08
20217,67292,부당이득금,대법원,대법원,민사,2004.07.08
20218,67307,성폭력범죄의처벌및피해자보호등에관한법률위반(특수강도강간등)·여신전문금융업법위        반,대법원,대법원,형사,2004.07.08
20219,67291,손해배상(기),대법원,대법원,민사,2004.07.08
20220,83344,손해배상(지),대법원,대법원,민사,2004.07.08
20221,126727,연금지급청구서반려처분취소,대법원,대법원,일반행정,2004.07.08
20222,83354,유희시설조성사업협약해지및사업시행자지정 거부처분취소,대법원,대법원,일반행정,2004.07.08
20223,83357,주민세부과처분취소,대법원,대법원,세무,2004.07.08
20224,83358,증여세부과처분취소,대법원,대법원,세무,2004.07.08
20225,83353,지정제외처분등취소,대법원,대법원,일반행정,2004.07.08
20226,67293,채권양수금,대법원,대법원,민사,2004.07.08
20227,67304,취득세등부과처분취소,대법원,대법원,세무,2004.07.08
20228,83343,특허권이전등록말소등록,대법원,대법원,민사,2004.07.08
20229,83364,폭력행위등처벌에관한법률위반(단체등의구성·활동),대법원,대법원,형사,2004.07.08
20230,83391,권리행사최고및담보취소,대법원,대법원,민사,2004.07.05
20231,83390,부동산낙찰허가,대법원,대법원,민사,2004.07.05
20232,83321,건물명도·임대보증금반환,대법원,대법원,민사,2004.06.25
20233,83340,경정,대법원,대법원,민사,2004.06.25
20234,83336,공직선거및선거부정방지법위반,대법원,대법원,형사,2004.06.25
20235,209767,구상금,대법원,대법원,민사,2004.06.25
20236,67280,대여금등,대법원,대법원,민사,2004.06.25
20237,67287,도로교통법위반(음주운전),대법원,대법원,형사,2004.06.25
20238,191895,명예훼손(일부 인정된 죄명 : 모욕)·폭행,대법원,대법원,형사,2004.06.25
20239,83324,배당이의,대법원,대법원,민사,2004.06.25
20240,83317,배당이의,대법원,대법원,민사,2004.06.25
20241,83328,법인세등부과처분취소,대법원,대법원,세무,2004.06.25
20242,67283,부당해고구제재심판정취소,대법원,대법원,일반행정,2004.06.25
20243,83333,사기미수(변경된 죄명 : 사기)·사문서위조·위조사문서행사,대법원,대법원,형사,2004.06.25
20244,83335,사기·배임·강제집행면탈·부정수표단속법위반,대법원,대법원,형사,2004.06.25
20245,67282,소유권말소등기등,대법원,대법원,민사,2004.06.25
20246,83323,소유권이전등기말소등기,대법원,대법원,민사,2004.06.25
20247,83322,손실보상금,대법원,대법원,민사,2004.06.25
20248,68283,손해배상(기),대법원,대법원,민사,2004.06.25
20249,67281,손해배상(자),대법원,대법원,민사,2004.06.25
20250,68316,연체료반환,대법원,대법원,민사,2004.06.25
20251,83320,임금,대법원,대법원,민사,2004.06.25
20252,126244,전환사채발행무효,대법원,대법원,민사,2004.06.25
20253,83334,조세범처벌법위반,대법원,대법원,형사,2004.06.25
20254,83319,징계해고무효확인청구등,대법원,대법원,민사,2004.06.25
20255,83318,채무부존재확인등,대법원,대법원,민사,2004.06.25
20256,83338,청소년의성보호에관한법률위반(청소년강간등),대법원,대법원,형사,2004.06.25
20257,67284,취득세부과처분취소,대법원,대법원,세무,2004.06.25
20258,67279,퇴직금등,대법원,대법원,민사,2004.06.25
20259,126652,폭력행위등처벌에관한법률위반·공무집행방해·폭력행위등처벌에관한법률위반(야간·공동상해)·공무집행방해·폭력행위등처벌에관한법률위반(야간·공동손괴)·특정범죄가중처벌등에관한법률위반(도주차량)·도로교통법위반(무면허운전)·도로교통법위반,대법원,대법원,형사,2004.06.25
20260,83326,하천점용허가목적변경신청등반려처분취소,대법원,대법원,일반행정,2004.06.25
20261,83332,강도살인·사체유기,대법원,대법원,형사,2004.06.24
20262,83325,건축허가신청반려처분취소,대법원,대법원,일반행정,2004.06.24
20263,67285,보호감호,대법원,대법원,형사,2004.06.24
20264,83327,부가가치세부과처분취소,대법원,대법원,세무,2004.06.24
20265,83315,부당이득금,대법원,대법원,민사,2004.06.24
20266,83330,사기미수(인정된 죄명 : 사기),대법원,대법원,형사,2004.06.24
20267,134370,살인(인정된 죄명 : 살인방조)·살인,대법원,대법원,형사,2004.06.24
20268,83314,이적료반환·이적료,대법원,대법원,민사,2004.06.24
20269,68284,친생자관계존부확인,대법원,대법원,가사,2004.06.24
20270,83331,특정경제범죄가중처벌등에관한법률위반(배임)·주식회사의외부감사에관한법률위반,대법원,대법원,형사,2004.06.24
20271,67286,특정범죄가중처벌등에관한법률위반(뇌물),대법원,대법원,형사,2004.06.24
20272,126708,가압류를본압류로이전하는채권압류및추심명령,대법원,대법원,민사,2004.06.18
20273,67290,회사정리,대법원,대법원,민사,2004.06.18
20274,126663,특정경제범죄가중처벌등에관한법률위반(횡령)(일부 인정된 죄명 : 업무상        횡령)·특정경제범죄가중처벌등에관한법률위반(배임)·증권거래법        위반·국회에서의증언감정등에관한법률위반·배임증재·특정경제        범죄가중처벌등에관한법률위반(증재등)·상법위반·공정증서원본        불실기재·불실기재공정증서원본행사,대법원,대법원,형사,2004.06.17
20275,67289,낙찰불허가,대법원,대법원,민사,2004.06.14
20276,83301,건물철거및토지인도등,대법원,대법원,민사,2004.06.11
20277,83302,교원신규채용업무중단처분취소,대법원,대법원,일반행정,2004.06.11
20278,209865,교통유발부담금부과처분취소,대법원,대법원,일반행정,2004.06.11
20279,83312,방문판매등에관한법률위반·약사법위반,대법원,대법원,형사,2004.06.11
20280,83307,법인세등환급거부처분취소,대법원,대법원,세무,2004.06.11
20281,67274,법인세부과처분취소,대법원,대법원,세무,2004.06.11
20282,83298,보험금,대법원,대법원,민사,2004.06.11
20283,83299,보험금,대법원,대법원,민사,2004.06.11
20284,83296,부당이득금,대법원,대법원,민사,2004.06.11
20285,67277,사기,대법원,대법원,형사,2004.06.11
20286,83313,성폭력범죄의처벌및피해자보호등에관한법률위반(특수강간등),대법원,대법원,형사,2004.06.11
20287,209751,손해배상(기),대법원,대법원,민사,2004.06.11
20288,83295,손해배상(지),대법원,대법원,민사,2004.06.11
20289,209863,신용장대금,대법원,대법원,민사,2004.06.11
20290,67275,실용신안법위반,대법원,대법원,형사,2004.06.11
20291,83306,양도소득세부과처분취소,대법원,대법원,세무,2004.06.11
20292,83311,외국환관리법위반,대법원,대법원,형사,2004.06.11
20293,83300,원인무효로인한소유권보존등기말소등,대법원,대법원,민사,2004.06.11
20294,83304,임용결격당연퇴직공무원특별채용불가결정취소,대법원,대법원,일반행정,2004.06.11
20295,67272,조례안재의결무효확인,대법원,대법원,일반행정,2004.06.11
20296,67271,조례안재의결무효확인,대법원,대법원,일반행정,2004.06.11
20297,83297,채무부존재확인,대법원,대법원,민사,2004.06.11
20298,209779,토지수용이의재결처분취소등,대법원,대법원,일반행정,2004.06.11
20299,67276,폭력행위등처벌에관한법률위반·부정수표단속법위반,대법원,대법원,형사,2004.06.11
20300,83303,화물자동차운송사업신규등록신청반려처분취소,대법원,대법원,일반행정,2004.06.11
20301,209701,계약해지로인한임대차보증금반환·임대차보증금반환,대법원,대법원,민사,2004.06.10
20302,83294,대여금,대법원,대법원,민사,2004.06.10
20303,83308,등록무효(의),대법원,대법원,특허,2004.06.10
20304,209879,양도소득세부과처분취소,대법원,대법원,세무,2004.06.10
20305,83305,양도소득세부과처분취소,대법원,대법원,세무,2004.06.10
20306,83310,자동차관리법위반,대법원,대법원,형사,2004.06.10
20307,209703,창고건물철거등행정대집행계고처분취소,대법원,대법원,일반행정,2004.06.10
20308,190063,폭력행위등처벌에관한법률위반·지방공무원법위반개선명령처분무효확인,대법원,대법원,형사,2004.06.10
20309,83309,폭행·모욕,대법원,대법원,형사,2004.06.10
20310,83284,거절결정(상),대법원,대법원,특허,2004.05.28
20311,83280,건축공사중지명령취소,대법원,대법원,일반행정,2004.05.28
20312,83269,공사대금,대법원,대법원,민사,2004.05.28
20313,83278,공유수면점·사용  불허가처분취소등,대법원,대법원,일반행정,2004.05.28
20314,83277,공장업종변경승인신청거부처분취소,대법원,대법원,일반행정,2004.05.28
20315,209823,구상금,대법원,대법원,민사,2004.05.28
20316,209849,등록취소(상),대법원,대법원,특허,2004.05.28
20317,67261,명예훼손,대법원,대법원,형사,2004.05.28
20318,83290,미성년자의제강간,대법원,대법원,형사,2004.05.28
20319,83268,보험금,대법원,대법원,민사,2004.05.28
20320,83271,부당이득금,대법원,대법원,민사,2004.05.28
20321,83270,부당이득금,대법원,대법원,민사,2004.05.28
20322,83273,손해배상(기),대법원,대법원,민사,2004.05.28
20323,83272,약속어음금,대법원,대법원,민사,2004.05.28
